País,Indicador,Año,Valor
LCA,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,1.69
SUR,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,43.37
TTO,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,5.09
URY,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,2.9
VEN,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,30.12
ATG,Ambient air pollution attributable deaths in children under 15 years,2019,0.08849
ATG,Ambient air pollution attributable deaths in children under 15 years,2019,0.02674
ATG,Ambient air pollution attributable deaths in children under 15 years,2019,0.06175
ARG,Ambient air pollution attributable deaths in children under 15 years,2019,41.42266
ARG,Ambient air pollution attributable deaths in children under 15 years,2019,17.83241
ARG,Ambient air pollution attributable deaths in children under 15 years,2019,23.59025
BHS,Ambient air pollution attributable deaths in children under 15 years,2019,0.27049
BHS,Ambient air pollution attributable deaths in children under 15 years,2019,0.11893
BHS,Ambient air pollution attributable deaths in children under 15 years,2019,0.15157
BRB,Ambient air pollution attributable deaths in children under 15 years,2019,0.11227
BRB,Ambient air pollution attributable deaths in children under 15 years,2019,0.04152
BRB,Ambient air pollution attributable deaths in children under 15 years,2019,0.07075
BLZ,Ambient air pollution attributable deaths in children under 15 years,2019,0.42291
BLZ,Ambient air pollution attributable deaths in children under 15 years,2019,0.19108
BLZ,Ambient air pollution attributable deaths in children under 15 years,2019,0.23183
BOL,Ambient air pollution attributable deaths in children under 15 years,2019,144.55827
BOL,Ambient air pollution attributable deaths in children under 15 years,2019,64.55341
BOL,Ambient air pollution attributable deaths in children under 15 years,2019,80.00486
BRA,Ambient air pollution attributable deaths in children under 15 years,2019,328.74586
BRA,Ambient air pollution attributable deaths in children under 15 years,2019,141.42793
BRA,Ambient air pollution attributable deaths in children under 15 years,2019,187.31793
CAN,Ambient air pollution attributable deaths in children under 15 years,2019,1.59159
CAN,Ambient air pollution attributable deaths in children under 15 years,2019,0.70761
CAN,Ambient air pollution attributable deaths in children under 15 years,2019,0.88398
CHL,Ambient air pollution attributable deaths in children under 15 years,2019,6.60167
CHL,Ambient air pollution attributable deaths in children under 15 years,2019,2.83867
CHL,Ambient air pollution attributable deaths in children under 15 years,2019,3.763
COL,Ambient air pollution attributable deaths in children under 15 years,2019,129.62282
COL,Ambient air pollution attributable deaths in children under 15 years,2019,56.95408
COL,Ambient air pollution attributable deaths in children under 15 years,2019,72.66874
CRI,Ambient air pollution attributable deaths in children under 15 years,2019,4.07631
CRI,Ambient air pollution attributable deaths in children under 15 years,2019,1.76336
CRI,Ambient air pollution attributable deaths in children under 15 years,2019,2.31295
CUB,Ambient air pollution attributable deaths in children under 15 years,2019,8.86711
CUB,Ambient air pollution attributable deaths in children under 15 years,2019,3.86518
CUB,Ambient air pollution attributable deaths in children under 15 years,2019,5.00193
DOM,Ambient air pollution attributable deaths in children under 15 years,2019,30.82607
DOM,Ambient air pollution attributable deaths in children under 15 years,2019,14.04353
DOM,Ambient air pollution attributable deaths in children under 15 years,2019,16.78254
ECU,Ambient air pollution attributable deaths in children under 15 years,2019,89.60791
ECU,Ambient air pollution attributable deaths in children under 15 years,2019,38.34018
ECU,Ambient air pollution attributable deaths in children under 15 years,2019,51.26773
GRD,Ambient air pollution attributable deaths in children under 15 years,2019,0.01446
GRD,Ambient air pollution attributable deaths in children under 15 years,2019,0.00631
GRD,Ambient air pollution attributable deaths in children under 15 years,2019,0.00815
GTM,Ambient air pollution attributable deaths in children under 15 years,2019,292.11185
GTM,Ambient air pollution attributable deaths in children under 15 years,2019,128.88764
GTM,Ambient air pollution attributable deaths in children under 15 years,2019,163.2242
GUY,Ambient air pollution attributable deaths in children under 15 years,2019,4.11095
GUY,Ambient air pollution attributable deaths in children under 15 years,2019,1.82569
GUY,Ambient air pollution attributable deaths in children under 15 years,2019,2.28527
HTI,Ambient air pollution attributable deaths in children under 15 years,2019,259.59237
HTI,Ambient air pollution attributable deaths in children under 15 years,2019,116.45304
HTI,Ambient air pollution attributable deaths in children under 15 years,2019,143.13933
HND,Ambient air pollution attributable deaths in children under 15 years,2019,63.90547
HND,Ambient air pollution attributable deaths in children under 15 years,2019,26.65757
HND,Ambient air pollution attributable deaths in children under 15 years,2019,37.2479
JAM,Ambient air pollution attributable deaths in children under 15 years,2019,4.25029
JAM,Ambient air pollution attributable deaths in children under 15 years,2019,1.88544
JAM,Ambient air pollution attributable deaths in children under 15 years,2019,2.36485
SLV,Ambient air pollution attributable deaths in children under 15 years,2019,35.14124
SLV,Ambient air pollution attributable deaths in children under 15 years,2019,15.61775
SLV,Ambient air pollution attributable deaths in children under 15 years,2019,19.52349
USA,Ambient air pollution attributable deaths in children under 15 years,2019,37.07861
USA,Ambient air pollution attributable deaths in children under 15 years,2019,16.50275
USA,Ambient air pollution attributable deaths in children under 15 years,2019,20.57586
MEX,Ambient air pollution attributable deaths in children under 15 years,2019,452.69556
MEX,Ambient air pollution attributable deaths in children under 15 years,2019,199.96383
MEX,Ambient air pollution attributable deaths in children under 15 years,2019,252.73173
NIC,Ambient air pollution attributable deaths in children under 15 years,2019,48.87568
NIC,Ambient air pollution attributable deaths in children under 15 years,2019,21.28923
NIC,Ambient air pollution attributable deaths in children under 15 years,2019,27.58645
PAN,Ambient air pollution attributable deaths in children under 15 years,2019,14.92374
PAN,Ambient air pollution attributable deaths in children under 15 years,2019,6.4593
PAN,Ambient air pollution attributable deaths in children under 15 years,2019,8.46444
PRY,Ambient air pollution attributable deaths in children under 15 years,2019,32.35802
PRY,Ambient air pollution attributable deaths in children under 15 years,2019,14.71017
PRY,Ambient air pollution attributable deaths in children under 15 years,2019,17.64785
PER,Ambient air pollution attributable deaths in children under 15 years,2019,163.65363
PER,Ambient air pollution attributable deaths in children under 15 years,2019,74.68027
PER,Ambient air pollution attributable deaths in children under 15 years,2019,88.97336
DOM,Ambient air pollution attributable deaths in children under 15 years,2019,30.82607
DOM,Ambient air pollution attributable deaths in children under 15 years,2019,14.04353
DOM,Ambient air pollution attributable deaths in children under 15 years,2019,16.78254
LCA,Ambient air pollution attributable deaths in children under 15 years,2019,0.36684
LCA,Ambient air pollution attributable deaths in children under 15 years,2019,0.16008
LCA,Ambient air pollution attributable deaths in children under 15 years,2019,0.20675
VCT,Ambient air pollution attributable deaths in children under 15 years,2019,0.29261
VCT,Ambient air pollution attributable deaths in children under 15 years,2019,0.1312
VCT,Ambient air pollution attributable deaths in children under 15 years,2019,0.16141
SUR,Ambient air pollution attributable deaths in children under 15 years,2019,1.20637
SUR,Ambient air pollution attributable deaths in children under 15 years,2019,0.52029
SUR,Ambient air pollution attributable deaths in children under 15 years,2019,0.68608
TTO,Ambient air pollution attributable deaths in children under 15 years,2019,2.72949
TTO,Ambient air pollution attributable deaths in children under 15 years,2019,1.20787
TTO,Ambient air pollution attributable deaths in children under 15 years,2019,1.52162
URY,Ambient air pollution attributable deaths in children under 15 years,2019,0.81329
URY,Ambient air pollution attributable deaths in children under 15 years,2019,0.45732
URY,Ambient air pollution attributable deaths in children under 15 years,2019,0.35597
VEN,Ambient air pollution attributable deaths in children under 15 years,2019,191.88862
VEN,Ambient air pollution attributable deaths in children under 15 years,2019,83.62919
VEN,Ambient air pollution attributable deaths in children under 15 years,2019,108.25944
ATG,Household air pollution attributable deaths in children under 15 years,2019,0.0
ATG,Household air pollution attributable deaths in children under 15 years,2019,0.0
ATG,Household air pollution attributable deaths in children under 15 years,2019,0.0
ARG,Household air pollution attributable deaths in children under 15 years,2019,2.73696
ARG,Household air pollution attributable deaths in children under 15 years,2019,1.19034
ARG,Household air pollution attributable deaths in children under 15 years,2019,1.54662
BHS,Household air pollution attributable deaths in children under 15 years,2019,0.0
BHS,Household air pollution attributable deaths in children under 15 years,2019,0.0
BHS,Household air pollution attributable deaths in children under 15 years,2019,0.0
BRB,Household air pollution attributable deaths in children under 15 years,2019,0.0
BRB,Household air pollution attributable deaths in children under 15 years,2019,0.0
BRB,Household air pollution attributable deaths in children under 15 years,2019,0.0
BLZ,Household air pollution attributable deaths in children under 15 years,2019,0.72532
BLZ,Household air pollution attributable deaths in children under 15 years,2019,0.33144
BLZ,Household air pollution attributable deaths in children under 15 years,2019,0.39388
BOL,Household air pollution attributable deaths in children under 15 years,2019,97.16302
BOL,Household air pollution attributable deaths in children under 15 years,2019,43.77396
BOL,Household air pollution attributable deaths in children under 15 years,2019,53.38906
BRA,Household air pollution attributable deaths in children under 15 years,2019,158.22165
BRA,Household air pollution attributable deaths in children under 15 years,2019,68.55555
BRA,Household air pollution attributable deaths in children under 15 years,2019,89.6661
CAN,Household air pollution attributable deaths in children under 15 years,2019,0.0
CAN,Household air pollution attributable deaths in children under 15 years,2019,0.0
CAN,Household air pollution attributable deaths in children under 15 years,2019,0.0
CHL,Household air pollution attributable deaths in children under 15 years,2019,0.0
CHL,Household air pollution attributable deaths in children under 15 years,2019,0.0
CHL,Household air pollution attributable deaths in children under 15 years,2019,0.0
COL,Household air pollution attributable deaths in children under 15 years,2019,75.45621
COL,Household air pollution attributable deaths in children under 15 years,2019,33.28387
COL,Household air pollution attributable deaths in children under 15 years,2019,42.17234
CRI,Household air pollution attributable deaths in children under 15 years,2019,1.46334
CRI,Household air pollution attributable deaths in children under 15 years,2019,0.6448
CRI,Household air pollution attributable deaths in children under 15 years,2019,0.81854
CUB,Household air pollution attributable deaths in children under 15 years,2019,5.41612
CUB,Household air pollution attributable deaths in children under 15 years,2019,2.38015
CUB,Household air pollution attributable deaths in children under 15 years,2019,3.03597
DOM,Household air pollution attributable deaths in children under 15 years,2019,43.24984
DOM,Household air pollution attributable deaths in children under 15 years,2019,19.74886
DOM,Household air pollution attributable deaths in children under 15 years,2019,23.50098
ECU,Household air pollution attributable deaths in children under 15 years,2019,37.25281
ECU,Household air pollution attributable deaths in children under 15 years,2019,16.08937
ECU,Household air pollution attributable deaths in children under 15 years,2019,21.16345
GRD,Household air pollution attributable deaths in children under 15 years,2019,0.01671
GRD,Household air pollution attributable deaths in children under 15 years,2019,0.00729
GRD,Household air pollution attributable deaths in children under 15 years,2019,0.00942
GTM,Household air pollution attributable deaths in children under 15 years,2019,566.42058
GTM,Household air pollution attributable deaths in children under 15 years,2019,251.35594
GTM,Household air pollution attributable deaths in children under 15 years,2019,315.06466
GUY,Household air pollution attributable deaths in children under 15 years,2019,7.15092
GUY,Household air pollution attributable deaths in children under 15 years,2019,3.20445
GUY,Household air pollution attributable deaths in children under 15 years,2019,3.94647
HTI,Household air pollution attributable deaths in children under 15 years,2019,1403.60295
HTI,Household air pollution attributable deaths in children under 15 years,2019,630.96202
HTI,Household air pollution attributable deaths in children under 15 years,2019,772.64093
HND,Household air pollution attributable deaths in children under 15 years,2019,133.17689
HND,Household air pollution attributable deaths in children under 15 years,2019,55.61864
HND,Household air pollution attributable deaths in children under 15 years,2019,77.55824
JAM,Household air pollution attributable deaths in children under 15 years,2019,4.76068
JAM,Household air pollution attributable deaths in children under 15 years,2019,2.12475
JAM,Household air pollution attributable deaths in children under 15 years,2019,2.63593
SLV,Household air pollution attributable deaths in children under 15 years,2019,18.44458
SLV,Household air pollution attributable deaths in children under 15 years,2019,8.24283
SLV,Household air pollution attributable deaths in children under 15 years,2019,10.20176
USA,Household air pollution attributable deaths in children under 15 years,2019,0.0
USA,Household air pollution attributable deaths in children under 15 years,2019,0.0
USA,Household air pollution attributable deaths in children under 15 years,2019,0.0
MEX,Household air pollution attributable deaths in children under 15 years,2019,404.97686
MEX,Household air pollution attributable deaths in children under 15 years,2019,179.57843
MEX,Household air pollution attributable deaths in children under 15 years,2019,225.39843
NIC,Household air pollution attributable deaths in children under 15 years,2019,106.0514
NIC,Household air pollution attributable deaths in children under 15 years,2019,46.37228
NIC,Household air pollution attributable deaths in children under 15 years,2019,59.67912
PAN,Household air pollution attributable deaths in children under 15 years,2019,16.45759
PAN,Household air pollution attributable deaths in children under 15 years,2019,7.15073
PAN,Household air pollution attributable deaths in children under 15 years,2019,9.30686
PRY,Household air pollution attributable deaths in children under 15 years,2019,70.96334
PRY,Household air pollution attributable deaths in children under 15 years,2019,32.399
PRY,Household air pollution attributable deaths in children under 15 years,2019,38.56435
PER,Household air pollution attributable deaths in children under 15 years,2019,115.98192
PER,Household air pollution attributable deaths in children under 15 years,2019,53.5352
PER,Household air pollution attributable deaths in children under 15 years,2019,62.44672
DOM,Household air pollution attributable deaths in children under 15 years,2019,43.24984
DOM,Household air pollution attributable deaths in children under 15 years,2019,19.74886
DOM,Household air pollution attributable deaths in children under 15 years,2019,23.50098
LCA,Household air pollution attributable deaths in children under 15 years,2019,0.28329
LCA,Household air pollution attributable deaths in children under 15 years,2019,0.12412
LCA,Household air pollution attributable deaths in children under 15 years,2019,0.15917
VCT,Household air pollution attributable deaths in children under 15 years,2019,0.23467
VCT,Household air pollution attributable deaths in children under 15 years,2019,0.10522
VCT,Household air pollution attributable deaths in children under 15 years,2019,0.12945
SUR,Household air pollution attributable deaths in children under 15 years,2019,0.73287
SUR,Household air pollution attributable deaths in children under 15 years,2019,0.3187
SUR,Household air pollution attributable deaths in children under 15 years,2019,0.41417
TTO,Household air pollution attributable deaths in children under 15 years,2019,0.0
TTO,Household air pollution attributable deaths in children under 15 years,2019,0.0
TTO,Household air pollution attributable deaths in children under 15 years,2019,0.0
URY,Household air pollution attributable deaths in children under 15 years,2019,0.0
URY,Household air pollution attributable deaths in children under 15 years,2019,0.0
URY,Household air pollution attributable deaths in children under 15 years,2019,0.0
VEN,Household air pollution attributable deaths in children under 15 years,2019,60.43387
VEN,Household air pollution attributable deaths in children under 15 years,2019,26.3903
VEN,Household air pollution attributable deaths in children under 15 years,2019,34.04357
